Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Quo Vadis,1951,Not Rated,25 Dec 1951,171 min,"Biography, Drama, Romance","Mervyn LeRoy, Anthony Mann","John Lee Mahin, S.N. Behrman, Sonya Levien","Robert Taylor, Deborah Kerr, Leo Genn","After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.",English,United States,Nominated for 8 Oscars. 4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BM2QwZGZkZDEtNjUwNi00NTk5LTg3ZTAtYjE5ZTczMzYzOWRmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.1,"16,113",tt0043949,movie,11 Sep 2015,N/A,N/A,N/A,
True,,A Streetcar Named Desire,1951,M/PG,19 Sep 1951,122 min,Drama,Elia Kazan,"Tennessee Williams, Oscar Saul","Vivien Leigh, Marlon Brando, Kim Hunter",Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"English, Spanish",United States,Won 4 Oscars. 18 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,7.9,"112,193",tt0044081,movie,02 Oct 2013,N/A,N/A,N/A,
True,,The Greatest Show on Earth,1952,Passed,01 May 1952,152 min,"Drama, Family, Romance",Cecil B. DeMille,"Fredric M. Frank, Barré Lyndon, Theodore St. John","James Stewart, Charlton Heston, Betty Hutton","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.","English, Russian",United States,Won 2 Oscars. 9 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMzg5MWIyMjItYWMyYS00YTFjLWFlZGMtZTJkNzgyY2VmY2U2XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"15,535",tt0044672,movie,01 Jul 2011,"$36,000,000",N/A,N/A,
True,,High Noon,1952,PG,30 Jul 1952,85 min,"Drama, Thriller, Western",Fred Zinnemann,"Carl Foreman, John W. Cunningham","Gary Cooper, Grace Kelly, Thomas Mitchell","A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon tr...","English, Spanish",United States,Won 4 Oscars. 17 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,8.0,"107,858",tt0044706,movie,01 Jan 2011,N/A,N/A,N/A,
True,,Ivanhoe,1952,Approved,20 Feb 1953,106 min,"Adventure, Drama, Romance",Richard Thorpe,"Noel Langley, Æneas MacKenzie, Marguerite Roberts","Robert Taylor, Elizabeth Taylor, Joan Fontaine",A knight seeks to free the captive King Richard and put him back on the throne.,English,"United Kingdom, United States",Nominated for 3 Oscars. 7 nominations total,https://m.media-amazon.com/images/M/MV5BYTFmZDZjMDEtNTFjNi00YWE1LTlhNWUtNDc2NzFmNmQ2YTNjXkEyXkFqcGdeQXVyNTEwNDcxNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"9,946",tt0044760,movie,01 Apr 2009,N/A,N/A,N/A,
True,,Moulin Rouge,1952,Not Rated,10 Apr 1953,119 min,"Biography, Drama, Music",John Huston,"Pierre La Mure, Anthony Veiller, John Huston","José Ferrer, Zsa Zsa Gabor, Suzanne Flon",Fictional account of French artist Henri de Toulouse-Lautrec.,"English, French",United Kingdom,Won 2 Oscars. 6 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjYwNjllODAtZTFmYi00YmJjLWJmM2UtNjk1MjQ4MzBhYjViL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,7.0,"6,080",tt0044926,movie,16 Sep 2008,N/A,N/A,N/A,
True,,The Quiet Man,1952,Passed,14 Sep 1952,129 min,"Comedy, Drama, Romance",John Ford,"Frank S. Nugent, Maurice Walsh, John Ford","John Wayne, Maureen O'Hara, Barry Fitzgerald","A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","English, Irish Gaelic","United States, Ireland",Won 2 Oscars. 11 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.7,"40,824",tt0045061,movie,14 Nov 2014,"$10,550,000",N/A,N/A,
True,,From Here to Eternity,1953,Passed,28 Aug 1953,118 min,"Drama, Romance, War",Fred Zinnemann,"Daniel Taradash, James Jones","Burt Lancaster, Montgomery Clift, Deborah Kerr","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",English,United States,Won 8 Oscars. 25 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.6,"49,404",tt0045793,movie,16 Apr 2012,"$36,416",N/A,N/A,
True,,Julius Caesar,1953,Not Rated,04 Jun 1953,120 min,"Drama, History",Joseph L. Mankiewicz,"William Shakespeare, Joseph L. Mankiewicz","Louis Calhern, Marlon Brando, James Mason",The growing ambition of Julius Caesar is a source of major concern to his close friend Brutus. Cassius persuades him to participate in his plot to assassinate Caesar but they have both sorely underestimated Mark Antony.,English,United States,Won 1 Oscar. 7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOTNmODM2MmEtMGYwZS00MTM2LTkwMWEtNGM1OWFkMjk0ZGUyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.2,"12,317",tt0045943,movie,01 Jan 2008,N/A,N/A,N/A,
True,,The Robe,1953,Approved,04 Dec 1953,135 min,"Drama, History, Romance",Henry Koster,"Philip Dunne, Gina Kaus, Lloyd C. Douglas","Richard Burton, Jean Simmons, Victor Mature","In the Roman province of Judea during the 1st century, Roman tribune Marcellus Gallio is ordered to crucify Jesus of Nazareth but is tormented by his guilty conscience afterwards.",English,United States,Won 2 Oscars. 6 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNDA1MDYwMTAtYmM5ZC00M2VkLTljOWYtY2JiMWMyMDY5Y2NjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,6.7,"11,172",tt0046247,movie,01 Mar 2013,"$36,000,000",N/A,N/A,
True,,Roman Holiday,1953,Passed,02 Sep 1953,118 min,"Comedy, Romance",William Wyler,"Dalton Trumbo, Ian McLellan Hunter, John Dighton","Gregory Peck, Audrey Hepburn, Eddie Albert",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,"English, Italian, German",United States,Won 3 Oscars. 11 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.0,"143,744",tt0046250,movie,06 Jun 2014,N/A,N/A,N/A,
True,,Shane,1953,Not Rated,14 Aug 1953,118 min,"Drama, Western",George Stevens,"A.B. Guthrie Jr., Jack Sher, Jack Schaefer","Alan Ladd, Jean Arthur, Van Heflin","A weary gunfighter in 1880s Wyoming begins to envision a quieter life after befriending a homestead family with a young son who idolizes him, but a smoldering range war forces him to act.",English,United States,Won 1 Oscar. 6 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYzMzZmJjZGItMjY2OC00ZDcxLWI1YjQtMTU1MjQwN2NlNzIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.6,"42,939",tt0046303,movie,15 Jun 2011,N/A,N/A,N/A,
True,,The Caine Mutiny,1954,Not Rated,24 Jun 1954,124 min,"Drama, War",Edward Dmytryk,"Stanley Roberts, Michael Blankfort, Herman Wouk","Humphrey Bogart, José Ferrer, Van Johnson","When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command.",English,United States,Nominated for 7 Oscars. 1 win & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.7,"29,025",tt0046816,movie,16 Apr 2012,"$21,750,000",N/A,N/A,
True,,The Country Girl,1954,Unrated,17 May 1955,104 min,"Drama, Music",George Seaton,"Clifford Odets, George Seaton","Bing Crosby, Grace Kelly, William Holden","A director hires an alcoholic has-been and strikes up a stormy relationship with the actor's wife, who he believes is the cause of all the man's problems.",English,United States,Won 2 Oscars. 8 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTdjODFiZTItOGRkMS00YzNkLWJhNzMtMzBmZTQzMmNmYTJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.2,"6,416",tt0046874,movie,01 May 2012,N/A,N/A,N/A,
True,,On the Waterfront,1954,Approved,22 Jun 1954,108 min,"Crime, Drama, Thriller",Elia Kazan,"Budd Schulberg, Malcolm Johnson, Robert Siodmak","Marlon Brando, Karl Malden, Lee J. Cobb","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","English, Latin",United States,Won 8 Oscars. 30 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,8.1,"160,131",tt0047296,movie,14 Jan 2014,N/A,N/A,N/A,
True,,Seven Brides for Seven Brothers,1954,Approved,06 Aug 1954,102 min,"Musical, Romance, Western",Stanley Donen,"Albert Hackett, Frances Goodrich, Dorothy Kingsley","Jane Powell, Howard Keel, Jeff Richards","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",English,United States,Won 1 Oscar. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMmNkYWU3NzktMmRhMS00Y2E4LTkxYjgtNGQzYzYzMDQyMWMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"26,378",tt0047472,movie,08 May 2015,N/A,N/A,N/A,
True,,Three Coins in the Fountain,1954,Approved,01 May 1954,102 min,"Drama, Romance",Jean Negulesco,"John Patrick, John H. Secondari","Clifton Webb, Dorothy McGuire, Jean Peters","Three American women working in Rome, Italy share a spacious apartment and the desire to find love and marriage. Each one experiences a few bumps in her journey to romance.","English, Italian",United States,Won 2 Oscars. 2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BODE1Zjg5ZGQtNGJlNC00NWQ3LWFlNjYtMGJkYTU1MTc5N2ZmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.3,"3,618",tt0047580,movie,24 Sep 2013,N/A,N/A,N/A,
True,,Love Is a Many-Splendored Thing,1955,Approved,26 Sep 1955,102 min,"Biography, Drama, Romance","Henry King, Otto Lang","John Patrick, Han Suyin","William Holden, Jennifer Jones, Torin Thatcher",A widowed Chinese-English doctor falls in love with a married American correspondent in Hong Kong during China's Communist revolution.,"English, Mandarin",United States,Won 3 Oscars. 5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}]",N/A,6.4,"5,229",tt0048316,movie,22 Oct 2013,N/A,N/A,N/A,
True,,Marty,1955,Not Rated,10 Jun 1955,90 min,"Drama, Romance",Delbert Mann,Paddy Chayefsky,"Ernest Borgnine, Betsy Blair, Esther Minciotti",A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,"English, German, Italian",United States,Won 4 Oscars. 19 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjgxMjQzZDYtNTk4NS00N2FhLWI5ZGQtM2ViOWNlNjYzODdhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,N/A,"25,954",tt0048356,movie,16 Sep 2008,N/A,N/A,N/A,
True,,Mister Roberts,1955,Passed,30 Jul 1955,123 min,"Comedy, Drama, War","John Ford, Mervyn LeRoy, Joshua Logan","Frank S. Nugent, Joshua Logan, Thomas Heggen","Henry Fonda, James Cagney, William Powell","In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irrita...",English,United States,Won 1 Oscar. 4 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"17,838",tt0048380,movie,21 Feb 2012,"$21,200,000",N/A,N/A,
True,,Picnic,1955,Approved,01 Dec 1955,115 min,"Drama, Romance",Joshua Logan,"Daniel Taradash, William Inge","William Holden, Kim Novak, Betty Field",Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,English,United States,Won 2 Oscars. 5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BY2YxNjI5OWMtYjhmOS00ODBjLThiOTYtMTdiMjJmNzRmNzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,7.0,"9,451",tt0048491,movie,16 Apr 2012,N/A,N/A,N/A,
True,,The Rose Tattoo,1955,Unrated,13 Dec 1955,117 min,"Comedy, Drama, Romance",Daniel Mann,"Tennessee Williams, Hal Kanter","Anna Magnani, Burt Lancaster, Marisa Pavan",A Sicilian seamstress who idolizes her husband must deal with several family crises upon his sudden death.,"English, Italian",United States,Won 3 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzgxYTQ0OGItOGExZi00MDg0LWE3MTUtMTA5OTZlZmRiMDAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",N/A,6.9,"4,404",tt0048563,movie,15 Jun 2011,"$4,200,000",N/A,N/A,
True,,Around the World in 80 Days,1956,G,17 Oct 1956,175 min,"Adventure, Comedy, Family","Michael Anderson, John Farrow","James Poe, John Farrow, S.J. Perelman","David Niven, Cantinflas, Finlay Currie",A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,"English, Spanish, French",United States,Won 5 Oscars. 14 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.7,"28,910",tt0048960,movie,29 Mar 2017,"$42,000,000",N/A,N/A,
True,,Friendly Persuasion,1956,Passed,25 Nov 1956,137 min,"Drama, Family, Romance",William Wyler,"Jessamyn West, Michael Wilson","Gary Cooper, Dorothy McGuire, Anthony Perkins",The pacifist attitude of a Quaker family is tested as a result of the American Civil War.,English,United States,Nominated for 6 Oscars. 5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.3,"7,500",tt0049233,movie,01 Jan 2009,N/A,N/A,N/A,
True,,Giant,1956,G,24 Nov 1956,201 min,"Drama, Western",George Stevens,"Edna Ferber, Fred Guiol, Ivan Moffat","Elizabeth Taylor, Rock Hudson, James Dean",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"English, Spanish",United States,Won 1 Oscar. 7 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMDQwOWQ0OGItNjJjYi00YzVjLTk4NmUtYzQ0NzUwZGY3NDZjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.6,"41,040",tt0049261,movie,01 Jan 2008,"$32,855,818",N/A,N/A,
True,,The King and I,1956,G,29 Jun 1956,133 min,"Biography, Drama, Musical",Walter Lang,"Ernest Lehman, Oscar Hammerstein II, Margaret Landon","Yul Brynner, Deborah Kerr, Rita Moreno",A widow accepts a job as a live-in governess to the King of Siam's children.,"English, Thai",United States,Won 5 Oscars. 10 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.4,"27,326",tt0049408,movie,25 Nov 2015,"$21,300,000",N/A,N/A,
True,,The Ten Commandments,1956,G,05 Oct 1956,220 min,"Adventure, Drama, Family",Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham, A.E. Southon","Charlton Heston, Yul Brynner, Anne Baxter","Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",English,United States,Won 1 Oscar. 12 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",N/A,7.9,"74,999",tt0049833,movie,24 Nov 2016,"$65,500,000",N/A,N/A,
True,,The Bridge on the River Kwai,1957,PG,14 Dec 1957,161 min,"Adventure, Drama, War",David Lean,"Pierre Boulle, Carl Foreman, Michael Wilson","William Holden, Alec Guinness, Jack Hawkins","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.","English, Japanese, Thai","United Kingdom, United States",Won 7 Oscars. 30 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.1,"227,891",tt0050212,movie,03 May 2013,"$27,200,000",N/A,N/A,
True,,Peyton Place,1957,Approved,03 Mar 1958,157 min,"Crime, Drama, Mystery",Mark Robson,"John Michael Hayes, Grace Metalious","Lana Turner, Lee Philips, Lloyd Nolan",A peaceful New England town hides secrets and scandals.,English,United States,Nominated for 9 Oscars. 2 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.2,"6,388",tt0050839,movie,01 Jul 2011,"$25,600,000",N/A,N/A,
